student_id,model,model_label,run,total_score,total_points,norm_score,ta1_total_score,ta2_total_score,ta3_total_score,ta_avg,ta_std,llm_bias,llm_abs_error,llm_grade,ta_avg_grade,is_outlier,llm_call_time_taken
10,gemini-2.5-flash,Gemini 2.5 Flash,3,75.0,133.0,0.5639097744360902,74.0,76.0,87.0,79.0,7.0,-4.0,4.0,0,0,False,10.825677633285522
11,gpt-5,GPT-5,1,76.0,133.0,0.5714285714285714,86.0,57.0,67.0,70.0,14.730919862656235,6.0,6.0,0,0,False,130.0139398574829
11,gpt-5,GPT-5,2,78.0,133.0,0.5864661654135338,86.0,57.0,67.0,70.0,14.730919862656235,8.0,8.0,0,0,False,110.98819184303284
11,gpt-5,GPT-5,3,75.0,133.0,0.5639097744360902,86.0,57.0,67.0,70.0,14.730919862656235,5.0,5.0,0,0,False,129.31660199165344
11,gpt-4o,GPT-4o,1,81.0,133.0,0.6090225563909775,86.0,57.0,67.0,70.0,14.730919862656235,11.0,11.0,1,0,False,23.3092098236084
11,gpt-4o,GPT-4o,2,86.0,133.0,0.6466165413533834,86.0,57.0,67.0,70.0,14.730919862656235,16.0,16.0,1,0,False,20.10046768188477
11,gpt-4o,GPT-4o,3,83.0,133.0,0.6240601503759399,86.0,57.0,67.0,70.0,14.730919862656235,13.0,13.0,1,0,False,22.40563726425171
11,global.anthropic.claude-opus-4-6-v1,Claude Opus,1,73.0,133.0,0.5488721804511278,86.0,57.0,67.0,70.0,14.730919862656235,3.0,3.0,0,0,False,46.16326403617859
11,global.anthropic.claude-opus-4-6-v1,Claude Opus,2,64.0,133.0,0.48120300751879697,86.0,57.0,67.0,70.0,14.730919862656235,-6.0,6.0,0,0,False,50.0342333316803
11,global.anthropic.claude-opus-4-6-v1,Claude Opus,3,76.5,133.0,0.575187969924812,86.0,57.0,67.0,70.0,14.730919862656235,6.5,6.5,0,0,False,52.11110973358154
11,global.anthropic.claude-sonnet-4-6,Claude Sonnet,1,56.0,133.0,0.42105263157894735,86.0,57.0,67.0,70.0,14.730919862656235,-14.0,14.0,0,0,False,48.31907820701599
11,global.anthropic.claude-sonnet-4-6,Claude Sonnet,2,61.5,133.0,0.462406015037594,86.0,57.0,67.0,70.0,14.730919862656235,-8.5,8.5,0,0,False,49.17503428459168
11,global.anthropic.claude-sonnet-4-6,Claude Sonnet,3,59.0,133.0,0.44360902255639095,86.0,57.0,67.0,70.0,14.730919862656235,-11.0,11.0,0,0,False,47.74931693077088
11,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,1,62.5,133.0,0.4699248120300752,86.0,57.0,67.0,70.0,14.730919862656235,-7.5,7.5,0,0,False,27.356512308120728
11,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,2,54.0,133.0,0.40601503759398494,86.0,57.0,67.0,70.0,14.730919862656235,-16.0,16.0,0,0,False,31.58278799057007
11,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,3,61.5,133.0,0.462406015037594,86.0,57.0,67.0,70.0,14.730919862656235,-8.5,8.5,0,0,False,26.872263431549072
11,gemini-2.5-pro,Gemini 2.5 Pro,1,68.0,133.0,0.5112781954887218,86.0,57.0,67.0,70.0,14.730919862656235,-2.0,2.0,0,0,False,39.09293484687805
11,gemini-2.5-pro,Gemini 2.5 Pro,2,60.0,133.0,0.45112781954887216,86.0,57.0,67.0,70.0,14.730919862656235,-10.0,10.0,0,0,False,36.64223885536194
11,gemini-2.5-pro,Gemini 2.5 Pro,3,65.0,133.0,0.48872180451127817,86.0,57.0,67.0,70.0,14.730919862656235,-5.0,5.0,0,0,False,29.201070308685303
11,gemini-2.5-flash,Gemini 2.5 Flash,1,61.0,133.0,0.45864661654135336,86.0,57.0,67.0,70.0,14.730919862656235,-9.0,9.0,0,0,False,28.26649260520935
11,gemini-2.5-flash,Gemini 2.5 Flash,2,74.0,133.0,0.556390977443609,86.0,57.0,67.0,70.0,14.730919862656235,4.0,4.0,0,0,False,30.241776943206787
11,gemini-2.5-flash,Gemini 2.5 Flash,3,60.5,133.0,0.4548872180451128,86.0,57.0,67.0,70.0,14.730919862656235,-9.5,9.5,0,0,False,23.880435705184937
12,gpt-5,GPT-5,1,63.0,133.0,0.47368421052631576,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-12.333333333333329,12.333333333333329,0,0,False,93.60632824897766
12,gpt-5,GPT-5,2,62.0,133.0,0.46616541353383456,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-13.333333333333329,13.333333333333329,0,0,False,124.43371367454527
12,gpt-5,GPT-5,3,60.0,133.0,0.45112781954887216,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-15.333333333333329,15.333333333333329,0,0,False,127.01385283470154
12,gpt-4o,GPT-4o,1,19.5,133.0,0.14661654135338345,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-55.83333333333333,55.83333333333333,0,0,True,16.837673664093018
12,gpt-4o,GPT-4o,2,19.5,133.0,0.14661654135338345,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-55.83333333333333,55.83333333333333,0,0,True,23.721973657608032
12,gpt-4o,GPT-4o,3,26.0,133.0,0.19548872180451127,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-49.33333333333333,49.33333333333333,0,0,True,33.731433629989624
12,global.anthropic.claude-opus-4-6-v1,Claude Opus,1,70.0,133.0,0.5263157894736842,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-5.333333333333329,5.333333333333329,0,0,False,38.91081953048706
12,global.anthropic.claude-opus-4-6-v1,Claude Opus,2,70.0,133.0,0.5263157894736842,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-5.333333333333329,5.333333333333329,0,0,False,37.51758337020874
12,global.anthropic.claude-opus-4-6-v1,Claude Opus,3,70.0,133.0,0.5263157894736842,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-5.333333333333329,5.333333333333329,0,0,False,40.001994371414185
12,global.anthropic.claude-sonnet-4-6,Claude Sonnet,1,75.0,133.0,0.5639097744360902,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-0.3333333333333286,0.3333333333333286,0,0,False,45.87363910675049
12,global.anthropic.claude-sonnet-4-6,Claude Sonnet,2,78.0,133.0,0.5864661654135338,76.0,72.0,78.0,75.33333333333333,3.055050463303893,2.6666666666666714,2.6666666666666714,0,0,False,51.234073638916016
12,global.anthropic.claude-sonnet-4-6,Claude Sonnet,3,78.0,133.0,0.5864661654135338,76.0,72.0,78.0,75.33333333333333,3.055050463303893,2.6666666666666714,2.6666666666666714,0,0,False,52.3160834312439
12,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,1,51.5,133.0,0.38721804511278196,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-23.83333333333333,23.83333333333333,0,0,False,28.00382804870605
12,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,2,49.5,133.0,0.37218045112781956,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-25.83333333333333,25.83333333333333,0,0,False,29.484160900115967
12,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,3,60.5,133.0,0.4548872180451128,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-14.833333333333329,14.833333333333329,0,0,False,28.12222385406494
12,gemini-2.5-pro,Gemini 2.5 Pro,1,71.0,133.0,0.5338345864661654,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-4.333333333333329,4.333333333333329,0,0,False,34.039347410202026
12,gemini-2.5-pro,Gemini 2.5 Pro,2,68.0,133.0,0.5112781954887218,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-7.333333333333329,7.333333333333329,0,0,False,29.049935817718502
12,gemini-2.5-pro,Gemini 2.5 Pro,3,71.0,133.0,0.5338345864661654,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-4.333333333333329,4.333333333333329,0,0,False,32.89729404449463
12,gemini-2.5-flash,Gemini 2.5 Flash,1,69.0,133.0,0.518796992481203,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-6.333333333333329,6.333333333333329,0,0,False,10.989665269851685
12,gemini-2.5-flash,Gemini 2.5 Flash,2,64.0,133.0,0.48120300751879697,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-11.333333333333329,11.333333333333329,0,0,False,16.422144412994385
12,gemini-2.5-flash,Gemini 2.5 Flash,3,61.5,133.0,0.462406015037594,76.0,72.0,78.0,75.33333333333333,3.055050463303893,-13.833333333333329,13.833333333333329,0,0,False,22.156957864761356
13,gpt-5,GPT-5,1,62.0,133.0,0.46616541353383456,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-20.33333333333333,20.33333333333333,0,1,False,126.73098707199097
13,gpt-5,GPT-5,2,64.0,133.0,0.48120300751879697,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-18.33333333333333,18.33333333333333,0,1,False,179.0567111968994
13,gpt-5,GPT-5,3,63.0,133.0,0.47368421052631576,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-19.33333333333333,19.33333333333333,0,1,False,144.72772669792175
13,gpt-4o,GPT-4o,1,78.5,133.0,0.5902255639097744,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-3.8333333333333286,3.8333333333333286,0,1,False,35.80601906776428
13,gpt-4o,GPT-4o,2,72.5,133.0,0.5451127819548872,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-9.833333333333329,9.833333333333329,0,1,False,22.215593576431274
13,gpt-4o,GPT-4o,3,73.5,133.0,0.5526315789473685,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-8.833333333333329,8.833333333333329,0,1,False,15.368313312530518
13,global.anthropic.claude-opus-4-6-v1,Claude Opus,1,77.0,133.0,0.5789473684210527,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-5.333333333333329,5.333333333333329,0,1,False,54.55212426185608
13,global.anthropic.claude-opus-4-6-v1,Claude Opus,2,73.0,133.0,0.5488721804511278,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-9.333333333333329,9.333333333333329,0,1,False,60.79866886138916
13,global.anthropic.claude-opus-4-6-v1,Claude Opus,3,74.5,133.0,0.5601503759398496,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-7.833333333333329,7.833333333333329,0,1,False,59.74711608886719
13,global.anthropic.claude-sonnet-4-6,Claude Sonnet,1,70.0,133.0,0.5263157894736842,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-12.333333333333329,12.333333333333329,0,1,False,57.87961626052856
13,global.anthropic.claude-sonnet-4-6,Claude Sonnet,2,67.0,133.0,0.5037593984962406,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-15.333333333333329,15.333333333333329,0,1,False,51.16896677017212
13,global.anthropic.claude-sonnet-4-6,Claude Sonnet,3,64.0,133.0,0.48120300751879697,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-18.33333333333333,18.33333333333333,0,1,False,50.97077965736389
13,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,1,57.0,133.0,0.42857142857142855,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-25.33333333333333,25.33333333333333,0,1,False,27.746424674987797
13,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,2,57.5,133.0,0.4323308270676692,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-24.83333333333333,24.83333333333333,0,1,False,23.98621153831482
13,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,3,46.5,133.0,0.34962406015037595,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-35.83333333333333,35.83333333333333,0,1,False,22.09878444671631
13,gemini-2.5-pro,Gemini 2.5 Pro,1,73.0,133.0,0.5488721804511278,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-9.333333333333329,9.333333333333329,0,1,False,44.85395407676697
13,gemini-2.5-pro,Gemini 2.5 Pro,2,103.0,133.0,0.7744360902255639,98.0,61.0,88.0,82.33333333333333,19.139836293274126,20.66666666666667,20.66666666666667,2,1,False,40.60129714012146
13,gemini-2.5-pro,Gemini 2.5 Pro,3,89.0,133.0,0.6691729323308271,98.0,61.0,88.0,82.33333333333333,19.139836293274126,6.666666666666671,6.666666666666671,1,1,False,33.16402006149292
13,gemini-2.5-flash,Gemini 2.5 Flash,1,92.0,133.0,0.6917293233082706,98.0,61.0,88.0,82.33333333333333,19.139836293274126,9.666666666666671,9.666666666666671,1,1,False,37.43629455566406
13,gemini-2.5-flash,Gemini 2.5 Flash,2,78.5,133.0,0.5902255639097744,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-3.8333333333333286,3.8333333333333286,0,1,False,17.950263500213623
13,gemini-2.5-flash,Gemini 2.5 Flash,3,74.0,133.0,0.556390977443609,98.0,61.0,88.0,82.33333333333333,19.139836293274126,-8.333333333333329,8.333333333333329,0,1,False,50.95629787445069
14,gpt-5,GPT-5,1,73.0,133.0,0.5488721804511278,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-13.333333333333329,13.333333333333329,0,1,False,118.44576001167296
14,gpt-5,GPT-5,2,68.0,133.0,0.5112781954887218,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-18.33333333333333,18.33333333333333,0,1,False,131.09177231788635
14,gpt-5,GPT-5,3,67.0,133.0,0.5037593984962406,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-19.33333333333333,19.33333333333333,0,1,False,155.00515365600586
14,gpt-4o,GPT-4o,1,65.5,133.0,0.4924812030075188,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-20.83333333333333,20.83333333333333,0,1,False,5.03242301940918
14,gpt-4o,GPT-4o,2,57.5,133.0,0.4323308270676692,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-28.83333333333333,28.83333333333333,0,1,False,5.604115724563599
14,gpt-4o,GPT-4o,3,69.5,133.0,0.5225563909774437,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-16.83333333333333,16.83333333333333,0,1,False,9.009716510772703
14,global.anthropic.claude-opus-4-6-v1,Claude Opus,1,67.0,133.0,0.5037593984962406,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-19.33333333333333,19.33333333333333,0,1,False,43.99586057662964
14,global.anthropic.claude-opus-4-6-v1,Claude Opus,2,74.0,133.0,0.556390977443609,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-12.333333333333329,12.333333333333329,0,1,False,51.87451815605164
14,global.anthropic.claude-opus-4-6-v1,Claude Opus,3,75.0,133.0,0.5639097744360902,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-11.333333333333329,11.333333333333329,0,1,False,49.78571152687073
14,global.anthropic.claude-sonnet-4-6,Claude Sonnet,1,79.0,133.0,0.5939849624060151,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-7.333333333333329,7.333333333333329,0,1,False,44.50617456436157
14,global.anthropic.claude-sonnet-4-6,Claude Sonnet,2,72.0,133.0,0.5413533834586466,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-14.333333333333329,14.333333333333329,0,1,False,52.6638777256012
14,global.anthropic.claude-sonnet-4-6,Claude Sonnet,3,70.0,133.0,0.5263157894736842,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-16.33333333333333,16.33333333333333,0,1,False,49.38403105735779
14,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,1,56.5,133.0,0.424812030075188,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-29.83333333333333,29.83333333333333,0,1,False,28.21965312957764
14,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,2,61.5,133.0,0.462406015037594,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-24.83333333333333,24.83333333333333,0,1,False,37.39256691932678
14,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,3,64.5,133.0,0.4849624060150376,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-21.83333333333333,21.83333333333333,0,1,False,29.21324062347412
14,gemini-2.5-pro,Gemini 2.5 Pro,1,70.0,133.0,0.5263157894736842,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-16.33333333333333,16.33333333333333,0,1,False,38.2276930809021
14,gemini-2.5-pro,Gemini 2.5 Pro,2,77.5,133.0,0.5827067669172933,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-8.833333333333329,8.833333333333329,0,1,False,35.44037938117981
14,gemini-2.5-pro,Gemini 2.5 Pro,3,77.0,133.0,0.5789473684210527,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-9.333333333333329,9.333333333333329,0,1,False,31.923495054244995
14,gemini-2.5-flash,Gemini 2.5 Flash,1,66.0,133.0,0.49624060150375937,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-20.33333333333333,20.33333333333333,0,1,False,50.88007950782776
14,gemini-2.5-flash,Gemini 2.5 Flash,2,66.0,133.0,0.49624060150375937,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-20.33333333333333,20.33333333333333,0,1,False,30.69560194015503
14,gemini-2.5-flash,Gemini 2.5 Flash,3,77.25,133.0,0.5808270676691729,98.0,71.0,90.0,86.33333333333333,13.868429375143146,-9.083333333333329,9.083333333333329,0,1,False,16.910974264144897
15,gpt-5,GPT-5,1,52.0,133.0,0.39097744360902253,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-8.333333333333336,8.333333333333336,0,0,False,94.51235175132751
15,gpt-5,GPT-5,2,52.0,133.0,0.39097744360902253,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-8.333333333333336,8.333333333333336,0,0,False,144.89394235610962
15,gpt-5,GPT-5,3,53.0,133.0,0.39849624060150374,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-7.333333333333336,7.333333333333336,0,0,False,128.0312538146973
15,gpt-4o,GPT-4o,1,58.0,133.0,0.43609022556390975,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-2.3333333333333357,2.3333333333333357,0,0,False,11.141568899154665
15,gpt-4o,GPT-4o,2,65.0,133.0,0.48872180451127817,74.0,44.0,63.0,60.333333333333336,15.17673658377628,4.666666666666664,4.666666666666664,0,0,False,5.832158803939819
15,gpt-4o,GPT-4o,3,58.0,133.0,0.43609022556390975,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-2.3333333333333357,2.3333333333333357,0,0,False,7.392491340637207
15,global.anthropic.claude-opus-4-6-v1,Claude Opus,1,63.0,133.0,0.47368421052631576,74.0,44.0,63.0,60.333333333333336,15.17673658377628,2.6666666666666643,2.6666666666666643,0,0,False,41.61852049827576
15,global.anthropic.claude-opus-4-6-v1,Claude Opus,2,58.0,133.0,0.43609022556390975,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-2.3333333333333357,2.3333333333333357,0,0,False,39.26841735839844
15,global.anthropic.claude-opus-4-6-v1,Claude Opus,3,56.0,133.0,0.42105263157894735,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-4.333333333333336,4.333333333333336,0,0,False,38.95484447479248
15,global.anthropic.claude-sonnet-4-6,Claude Sonnet,1,55.0,133.0,0.41353383458646614,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-5.333333333333336,5.333333333333336,0,0,False,49.785653591156006
15,global.anthropic.claude-sonnet-4-6,Claude Sonnet,2,55.0,133.0,0.41353383458646614,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-5.333333333333336,5.333333333333336,0,0,False,49.28969383239746
15,global.anthropic.claude-sonnet-4-6,Claude Sonnet,3,56.0,133.0,0.42105263157894735,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-4.333333333333336,4.333333333333336,0,0,False,45.45520567893982
15,global.anthropic.claude-haiku-4-5-20251001-v1:0,Claude Haiku,1,53.0,133.0,0.39849624060150374,74.0,44.0,63.0,60.333333333333336,15.17673658377628,-7.333333333333336,7.333333333333336,0,0,False,24.95730972290039
